referrer,views_total,views_unique
nutui.jd.com,4341,777
github.com,691,165
Google,263,120
cn.bing.com,84,41
link.juejin.cn,75,23
gitee.com,69,17
Baidu,24,12
link.csdn.net,24,7
npmjs.com,23,7
Bing,18,14
