referrer,views_total,views_unique
nutui.jd.com,2792,458
github.com,381,102
Google,174,87
cn.bing.com,40,18
link.juejin.cn,38,18
gitee.com,29,5
Bing,26,4
Baidu,14,4
ai2news.com,13,2
link.zhihu.com,10,10
