referrer,views_total,views_unique
nutui.jd.com,2578,519
github.com,589,131
Google,190,103
cn.bing.com,81,23
gitee.com,47,6
Baidu,47,3
link.juejin.cn,38,17
link.zhihu.com,18,15
npmjs.com,14,2
cnblogs.com,12,1
