referrer,views_total,views_unique
nutui.jd.com,4241,752
github.com,664,132
Google,306,134
cn.bing.com,137,54
Bing,89,38
medium.com,74,28
Baidu,69,47
link.juejin.cn,42,30
npmjs.com,32,9
josephuspaye.github.io,21,1
