time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-07 00:00:00+00:00,24,13,981,176
2022-07-08 00:00:00+00:00,33,16,1425,196
2022-07-09 00:00:00+00:00,3,3,353,74
2022-07-10 00:00:00+00:00,3,3,381,74
2022-07-11 00:00:00+00:00,35,13,1708,212
2022-07-12 00:00:00+00:00,15,8,1497,251
2022-07-13 00:00:00+00:00,4,4,1026,196
2022-07-14 00:00:00+00:00,14,11,1598,186
2022-07-15 00:00:00+00:00,5,5,1069,201
2022-07-16 00:00:00+00:00,8,8,463,83
2022-07-17 00:00:00+00:00,6,6,385,81
2022-07-18 00:00:00+00:00,25,15,1041,213
2022-07-19 00:00:00+00:00,7,7,1476,223
2022-07-20 00:00:00+00:00,17,11,1088,198
