referrer,views_total,views_unique
nutui.jd.com,5270,940
github.com,2059,362
Google,254,118
joyspace.jd.com,208,4
link.juejin.cn,90,65
Baidu,78,31
link.zhihu.com,72,23
madewith.cn,66,1
cn.bing.com,43,25
jdf2e.github.io,39,1
