referrer,views_total,views_unique
nutui.jd.com,4750,996
github.com,1224,338
Google,277,139
link.juejin.cn,102,48
cn.bing.com,85,51
gitee.com,38,24
link.zhihu.com,34,27
npmjs.com,20,7
Baidu,16,12
Bing,13,8
