referrer,views_total,views_unique
nutui.jd.com,3895,765
github.com,1667,279
Google,161,84
link.juejin.cn,60,37
cn.bing.com,59,29
link.zhihu.com,42,27
Baidu,24,11
gitee.com,21,19
github1s.com,18,1
blog.csdn.net,15,12
