referrer,views_total,views_unique
nutui.jd.com,5247,1032
github.com,1553,294
Google,165,93
link.juejin.cn,99,41
cn.bing.com,66,45
link.zhihu.com,52,26
link.csdn.net,39,4
Baidu,31,20
gitee.com,25,19
mail.qq.com,22,2
