time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-13 00:00:00+00:00,23,7,298,60
2024-07-14 00:00:00+00:00,9,5,159,49
2024-07-15 00:00:00+00:00,21,11,729,151
2024-07-16 00:00:00+00:00,17,8,1044,187
2024-07-17 00:00:00+00:00,26,9,916,161
2024-07-18 00:00:00+00:00,26,10,1065,177
2024-07-19 00:00:00+00:00,19,6,879,160
2024-07-20 00:00:00+00:00,13,6,266,58
2024-07-21 00:00:00+00:00,16,6,216,49
2024-07-22 00:00:00+00:00,24,10,812,157
2024-07-23 00:00:00+00:00,14,7,834,165
2024-07-24 00:00:00+00:00,10,4,652,157
2024-07-25 00:00:00+00:00,17,8,765,152
2024-07-26 00:00:00+00:00,4,2,575,136
