referrer,views_total,views_unique
nutui.jd.com,4960,1030
github.com,1453,330
Google,262,138
link.juejin.cn,99,47
cn.bing.com,75,44
gitee.com,45,27
link.zhihu.com,35,26
Baidu,22,17
npmjs.com,20,8
link.csdn.net,19,4
