referrer,views_total,views_unique
nutui.jd.com,5204,832
github.com,2035,349
Google,302,89
link.juejin.cn,168,92
cn.bing.com,33,22
link.zhihu.com,31,26
link.csdn.net,30,14
gitee.com,29,16
Baidu,24,15
npmjs.com,8,2
