referrer,views_total,views_unique
nutui.jd.com,3050,635
github.com,582,112
Google,259,117
medium.com,238,67
cn.bing.com,133,62
link.juejin.cn,67,19
Baidu,58,39
Bing,37,24
link.zhihu.com,31,10
npmjs.com,29,8
