time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-27 00:00:00+00:00,10,10,153,47
2024-01-28 00:00:00+00:00,8,7,209,37
2024-01-29 00:00:00+00:00,101,17,748,109
2024-01-30 00:00:00+00:00,78,17,937,108
2024-01-31 00:00:00+00:00,101,14,910,136
2024-02-01 00:00:00+00:00,14,7,677,148
2024-02-02 00:00:00+00:00,19,13,849,141
2024-02-03 00:00:00+00:00,28,9,424,58
2024-02-04 00:00:00+00:00,96,15,920,157
2024-02-05 00:00:00+00:00,87,20,1010,140
2024-02-06 00:00:00+00:00,7,6,462,95
2024-02-07 00:00:00+00:00,8,7,321,72
2024-02-08 00:00:00+00:00,5,5,79,35
2024-02-09 00:00:00+00:00,18,8,99,22
