referrer,views_total,views_unique
nutui.jd.com,5002,855
github.com,1396,248
Google,186,95
cn.bing.com,94,37
Bing,57,7
link.juejin.cn,39,24
link.zhihu.com,32,15
Baidu,25,17
gitee.com,21,8
blog.csdn.net,14,10
