referrer,views_total,views_unique
nutui.jd.com,5113,1034
github.com,1754,318
Google,239,110
cn.bing.com,72,31
link.juejin.cn,69,37
link.zhihu.com,48,30
gitee.com,30,22
Bing,29,7
Baidu,27,9
mail.qq.com,24,7
