url_path,views_total,views_unique
/jdf2e/nutui,2329,1230
/jdf2e/nutui/issues,1659,476
/jdf2e/nutui/releases,467,272
/jdf2e/nutui/tree/v4/src,370,185
/jdf2e/nutui/tree/v4/src/packages,292,146
/jdf2e/nutui/tree/v4/src/packages/__VUE,173,85
/jdf2e/nutui/pulls,159,43
/jdf2e/nutui/blob/v4/awesome.md,122,93
/jdf2e/nutui/search,119,51
/jdf2e/nutui/tree/v4/src/sites,86,63
