referrer,views_total,views_unique
nutui.jd.com,1750,395
github.com,320,96
cn.bing.com,162,32
Google,70,45
link.juejin.cn,64,13
npmjs.com,36,5
Baidu,21,4
joyspace.jd.com,19,2
Bing,16,12
link.csdn.net,16,4
