referrer,views_total,views_unique
nutui.jd.com,5130,770
github.com,1163,180
Google,385,142
cn.bing.com,105,50
link.juejin.cn,81,27
link.zhihu.com,66,15
Baidu,57,13
github.sheincorp.cn,46,1
Bing,27,15
gitee.com,26,11
