referrer,views_total,views_unique
nutui.jd.com,5098,777
github.com,872,187
Google,224,122
link.juejin.cn,123,23
cn.bing.com,72,40
Baidu,58,15
npmjs.com,43,8
link.zhihu.com,28,18
gitee.com,14,12
Bing,14,10
