time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-24 00:00:00+00:00,7,7,992,200
2022-08-25 00:00:00+00:00,3,3,755,192
2022-08-26 00:00:00+00:00,4,4,834,164
2022-08-27 00:00:00+00:00,3,3,306,74
2022-08-28 00:00:00+00:00,6,4,394,77
2022-08-29 00:00:00+00:00,11,8,962,191
2022-08-30 00:00:00+00:00,22,19,1282,223
2022-08-31 00:00:00+00:00,35,11,1324,224
2022-09-01 00:00:00+00:00,11,8,1240,206
2022-09-02 00:00:00+00:00,7,6,846,193
2022-09-03 00:00:00+00:00,7,7,343,80
2022-09-04 00:00:00+00:00,2,2,371,74
2022-09-05 00:00:00+00:00,18,8,744,191
2022-09-06 00:00:00+00:00,26,9,1192,219
