referrer,views_total,views_unique
nutui.jd.com,5228,1035
github.com,1431,282
Google,217,98
cn.bing.com,97,52
link.juejin.cn,62,33
link.zhihu.com,56,28
link.csdn.net,38,4
gitee.com,25,17
npmjs.com,25,11
Bing,22,13
