referrer,views_total,views_unique
nutui.jd.com,1072,255
github.com,308,77
Google,99,36
cn.bing.com,50,16
wx.mail.qq.com,20,1
npmjs.com,15,5
link.csdn.net,15,4
Bing,14,7
link.juejin.cn,12,7
gitee.com,7,5
