referrer,views_total,views_unique
nutui.jd.com,6054,1379
github.com,2504,343
Google,189,88
link.juejin.cn,176,93
oschina.net,158,109
joyspace.jd.com,79,2
cn.bing.com,70,36
link.segmentfault.com,49,6
jagile.jd.com,46,16
Baidu,43,19
