referrer,views_total,views_unique
nutui.jd.com,5022,855
github.com,2098,362
Google,247,106
Baidu,103,33
joyspace.jd.com,85,2
link.zhihu.com,71,27
madewith.cn,66,1
link.juejin.cn,61,37
cn.bing.com,44,25
jdf2e.github.io,40,1
