referrer,views_total,views_unique
nutui.jd.com,4097,747
github.com,1579,276
joyspace.jd.com,192,3
Google,179,92
link.juejin.cn,94,53
Baidu,34,27
cn.bing.com,26,20
link.csdn.net,26,9
gitee.com,26,6
Bing,25,2
