time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-21 00:00:00+00:00,25,11,674,125
2022-12-22 00:00:00+00:00,77,14,833,165
2022-12-23 00:00:00+00:00,176,24,879,159
2022-12-24 00:00:00+00:00,5,5,219,62
2022-12-25 00:00:00+00:00,38,15,217,69
2022-12-26 00:00:00+00:00,71,15,666,145
2022-12-27 00:00:00+00:00,63,17,659,149
2022-12-28 00:00:00+00:00,41,10,786,162
2022-12-29 00:00:00+00:00,112,21,798,201
2022-12-30 00:00:00+00:00,69,17,566,145
2022-12-31 00:00:00+00:00,7,5,149,61
2023-01-01 00:00:00+00:00,2,2,114,47
2023-01-02 00:00:00+00:00,27,11,234,63
2023-01-03 00:00:00+00:00,231,24,996,234
