referrer,views_total,views_unique
nutui.jd.com,4882,807
github.com,991,175
Google,329,125
cn.bing.com,88,37
link.juejin.cn,56,22
link.zhihu.com,33,16
x6.antv.vision,31,1
Bing,26,8
npmjs.com,26,6
Baidu,18,14
