referrer,views_total,views_unique
nutui.jd.com,4340,722
github.com,1016,194
Google,255,124
link.juejin.cn,194,28
cn.bing.com,85,47
link.zhihu.com,35,24
gitee.com,31,10
Baidu,25,13
npmjs.com,21,8
Bing,10,5
