referrer,views_total,views_unique
nutui.jd.com,4867,907
github.com,904,172
Google,253,110
cn.bing.com,183,64
link.juejin.cn,92,29
npmjs.com,48,9
Baidu,36,16
link.zhihu.com,26,17
wx.mail.qq.com,18,2
joyspace.jd.com,18,2
