referrer,views_total,views_unique
nutui.jd.com,3686,845
github.com,508,131
Google,318,121
cn.bing.com,145,63
Baidu,115,68
link.juejin.cn,114,37
medium.com,46,20
Bing,42,18
wx.mail.qq.com,23,1
link.csdn.net,20,14
