url_path,views_total,views_unique
/jdf2e/nutui,1830,994
/jdf2e/nutui/issues,1274,311
/jdf2e/nutui/tree/v4/src,546,115
/jdf2e/nutui/releases,354,217
/jdf2e/nutui/tree/v4/src/packages,310,77
/jdf2e/nutui/tree/v4/packages,296,73
/jdf2e/nutui/tree/v4/src/packages/__VUE,168,49
/jdf2e/nutui/pulls,127,28
/jdf2e/nutui/tree/v4/src/sites,125,27
/jdf2e/nutui/tree/v4/publish,93,24
