referrer,views_total,views_unique
nutui.jd.com,3912,714
github.com,1314,257
Google,173,84
link.juejin.cn,102,21
link.zhihu.com,49,20
cn.bing.com,37,29
gitee.com,35,27
Bing,20,6
blog.csdn.net,12,6
npmjs.com,9,7
