referrer,views_total,views_unique
nutui.jd.com,4342,804
github.com,1942,303
Google,180,94
cn.bing.com,79,35
link.juejin.cn,67,39
link.zhihu.com,43,27
Baidu,27,13
gitee.com,19,17
Bing,18,7
github1s.com,18,1
