referrer,views_total,views_unique
nutui.jd.com,5240,1110
github.com,1514,338
Google,264,142
link.juejin.cn,93,44
cn.bing.com,77,44
gitee.com,41,25
link.zhihu.com,32,23
Baidu,24,18
npmjs.com,20,9
link.csdn.net,19,4
