referrer,views_total,views_unique
nutui.jd.com,4372,712
github.com,794,152
Google,232,125
cn.bing.com,91,52
link.juejin.cn,87,29
link.zhihu.com,74,22
gitee.com,29,10
Baidu,25,16
npmjs.com,21,9
Bing,16,6
