referrer,views_total,views_unique
nutui.jd.com,4717,839
github.com,1788,332
Google,218,86
link.juejin.cn,140,73
cn.bing.com,38,23
Baidu,37,24
gitee.com,37,16
mail.qq.com,21,6
link.csdn.net,20,11
link.segmentfault.com,19,3
