referrer,views_total,views_unique
nutui.jd.com,3127,640
github.com,1592,286
Google,174,84
cn.bing.com,40,23
link.juejin.cn,33,20
xingyun.jd.com,27,8
nutui-docs-test1.local-pf.jd.com,26,10
link.zhihu.com,25,18
Baidu,25,12
gitee.com,22,13
