referrer,views_total,views_unique
nutui.jd.com,4188,752
github.com,652,157
Google,249,114
cn.bing.com,80,39
link.juejin.cn,77,25
gitee.com,61,16
Baidu,24,12
link.csdn.net,24,7
npmjs.com,21,5
Bing,17,13
