referrer,views_total,views_unique
nutui.jd.com,1126,291
github.com,234,75
cn.bing.com,105,19
Google,50,34
link.csdn.net,15,4
npmjs.com,10,5
Baidu,10,2
link.juejin.cn,8,7
Bing,8,5
blog.csdn.net,3,2
