referrer,views_total,views_unique
nutui.jd.com,3515,838
github.com,613,159
Google,293,142
cn.bing.com,172,56
medium.com,82,33
Baidu,77,49
hellogithub.com,55,45
link.juejin.cn,47,20
gitee.com,33,10
blog.csdn.net,25,8
