referrer,views_total,views_unique
nutui.jd.com,5331,1034
github.com,1617,286
Google,178,95
link.juejin.cn,99,41
cn.bing.com,81,49
link.zhihu.com,56,27
link.csdn.net,39,4
Baidu,31,20
Bing,20,14
gitee.com,19,15
