referrer,views_total,views_unique
nutui.jd.com,5235,776
github.com,890,172
Google,290,143
link.juejin.cn,124,22
Baidu,87,16
cn.bing.com,60,42
npmjs.com,42,11
link.zhihu.com,22,13
gitee.com,15,11
link.csdn.net,14,2
