referrer,views_total,views_unique
nutui.jd.com,1443,387
Google,195,87
github.com,171,81
medium.com,99,52
cn.bing.com,81,42
Baidu,46,29
taro.zone,20,1
link.juejin.cn,12,12
Bing,11,8
hellogithub.com,10,5
