referrer,views_total,views_unique
nutui.jd.com,5657,1101
github.com,1433,296
Google,291,133
cn.bing.com,82,44
link.juejin.cn,64,36
link.zhihu.com,37,26
gitee.com,35,20
Bing,24,16
link.csdn.net,20,5
npmjs.com,16,10
