referrer,views_total,views_unique
nutui.jd.com,4695,796
github.com,1208,207
Google,327,123
cn.bing.com,140,55
link.zhihu.com,77,12
link.juejin.cn,59,29
gitee.com,45,14
npmjs.com,44,7
Baidu,27,19
Bing,21,11
