time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-09 00:00:00+00:00,4,4,261,64
2023-09-10 00:00:00+00:00,6,6,150,41
2023-09-11 00:00:00+00:00,61,12,1312,151
2023-09-12 00:00:00+00:00,43,13,1131,178
2023-09-13 00:00:00+00:00,14,8,781,167
2023-09-14 00:00:00+00:00,10,6,987,180
2023-09-15 00:00:00+00:00,12,9,895,156
2023-09-16 00:00:00+00:00,18,6,411,62
2023-09-17 00:00:00+00:00,3,3,250,42
2023-09-18 00:00:00+00:00,36,8,1108,182
2023-09-19 00:00:00+00:00,48,13,1433,200
2023-09-20 00:00:00+00:00,20,6,1214,160
2023-09-21 00:00:00+00:00,27,9,517,129
2023-09-22 00:00:00+00:00,70,2,723,145
