referrer,views_total,views_unique
nutui.jd.com,5139,918
github.com,1121,231
Google,464,117
cn.bing.com,90,55
m.baidu.com,71,1
Baidu,66,20
link.juejin.cn,58,40
link.zhihu.com,42,25
gitee.com,36,19
link.csdn.net,27,6
