referrer,views_total,views_unique
nutui.jd.com,4761,852
github.com,2395,329
Google,212,116
cn.bing.com,88,38
link.juejin.cn,75,37
Baidu,43,20
joyspace.jd.com,42,2
link.zhihu.com,36,25
gitee.com,22,18
jb51.net,16,2
