time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-19 00:00:00+00:00,19,6,879,160
2024-07-20 00:00:00+00:00,13,6,266,58
2024-07-21 00:00:00+00:00,16,6,216,49
2024-07-22 00:00:00+00:00,24,10,812,157
2024-07-23 00:00:00+00:00,14,7,834,165
2024-07-24 00:00:00+00:00,10,4,652,157
2024-07-25 00:00:00+00:00,17,8,765,152
2024-07-26 00:00:00+00:00,11,4,575,136
2024-07-27 00:00:00+00:00,16,7,255,70
2024-07-28 00:00:00+00:00,9,4,142,45
2024-07-29 00:00:00+00:00,22,5,538,154
2024-07-30 00:00:00+00:00,22,11,965,167
2024-07-31 00:00:00+00:00,24,8,740,169
2024-08-01 00:00:00+00:00,18,6,506,145
