time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-16 00:00:00+00:00,42,14,869,193
2024-04-17 00:00:00+00:00,27,14,916,201
2024-04-18 00:00:00+00:00,73,17,727,178
2024-04-19 00:00:00+00:00,83,14,891,178
2024-04-20 00:00:00+00:00,5,5,418,75
2024-04-21 00:00:00+00:00,14,7,287,67
2024-04-22 00:00:00+00:00,35,9,772,192
2024-04-23 00:00:00+00:00,12,10,748,172
2024-04-24 00:00:00+00:00,26,13,705,175
2024-04-25 00:00:00+00:00,35,12,671,168
2024-04-26 00:00:00+00:00,31,14,752,181
2024-04-27 00:00:00+00:00,14,8,147,53
2024-04-28 00:00:00+00:00,37,14,611,167
2024-04-29 00:00:00+00:00,46,11,730,173
