referrer,views_total,views_unique
nutui.jd.com,3394,817
github.com,906,189
Google,447,147
cn.bing.com,141,53
link.zhihu.com,61,25
Baidu,49,34
medium.com,44,18
Bing,43,20
link.juejin.cn,40,24
wx.mail.qq.com,32,1
