time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,15,7,97,47
2024-05-27 00:00:00+00:00,10,8,469,169
2024-05-28 00:00:00+00:00,13,5,1045,173
2024-05-29 00:00:00+00:00,17,10,634,169
2024-05-30 00:00:00+00:00,22,11,616,190
2024-05-31 00:00:00+00:00,61,18,522,160
2024-06-01 00:00:00+00:00,26,11,139,46
2024-06-02 00:00:00+00:00,37,11,186,56
2024-06-03 00:00:00+00:00,24,12,754,159
2024-06-04 00:00:00+00:00,41,11,1010,154
2024-06-05 00:00:00+00:00,68,15,575,174
2024-06-06 00:00:00+00:00,47,16,925,165
2024-06-07 00:00:00+00:00,38,13,947,126
2024-06-08 00:00:00+00:00,29,10,155,50
