time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-18 00:00:00+00:00,69,16,1139,240
2022-11-19 00:00:00+00:00,1255,5,353,98
2022-11-20 00:00:00+00:00,6,6,310,93
2022-11-21 00:00:00+00:00,9,8,1121,224
2022-11-22 00:00:00+00:00,19,15,1053,247
2022-11-23 00:00:00+00:00,5,5,894,200
2022-11-24 00:00:00+00:00,12,8,794,193
2022-11-25 00:00:00+00:00,9,7,547,152
2022-11-26 00:00:00+00:00,11,7,223,73
2022-11-27 00:00:00+00:00,3,3,340,79
2022-11-28 00:00:00+00:00,15,7,642,154
2022-11-29 00:00:00+00:00,35,16,1036,200
2022-11-30 00:00:00+00:00,53,20,865,188
2022-12-01 00:00:00+00:00,75,20,1057,193
