time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-10 00:00:00+00:00,14,7,602,155
2024-09-11 00:00:00+00:00,17,6,611,142
2024-09-12 00:00:00+00:00,14,7,766,147
2024-09-13 00:00:00+00:00,12,4,635,131
2024-09-14 00:00:00+00:00,17,7,746,160
2024-09-15 00:00:00+00:00,6,4,254,60
2024-09-16 00:00:00+00:00,23,6,238,71
2024-09-17 00:00:00+00:00,11,5,182,63
2024-09-18 00:00:00+00:00,21,9,604,151
2024-09-19 00:00:00+00:00,19,10,751,174
2024-09-20 00:00:00+00:00,55,10,526,159
2024-09-21 00:00:00+00:00,9,5,351,83
2024-09-22 00:00:00+00:00,9,6,124,48
2024-09-23 00:00:00+00:00,20,7,613,160
