time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-07 00:00:00+00:00,8,7,321,72
2024-02-08 00:00:00+00:00,5,5,79,35
2024-02-09 00:00:00+00:00,19,9,99,22
2024-02-10 00:00:00+00:00,6,6,38,19
2024-02-11 00:00:00+00:00,21,11,45,16
2024-02-12 00:00:00+00:00,32,10,76,25
2024-02-13 00:00:00+00:00,17,7,59,26
2024-02-14 00:00:00+00:00,7,7,72,20
2024-02-15 00:00:00+00:00,4,4,78,23
2024-02-16 00:00:00+00:00,6,6,137,28
2024-02-17 00:00:00+00:00,9,8,69,29
2024-02-18 00:00:00+00:00,4,4,531,132
2024-02-19 00:00:00+00:00,92,19,681,134
2024-02-20 00:00:00+00:00,8,7,793,144
