referrer,views_total,views_unique
nutui.jd.com,4860,1101
github.com,1959,331
Google,232,100
link.juejin.cn,65,40
link.zhihu.com,65,22
cn.bing.com,55,30
Baidu,40,16
gitee.com,36,21
mail.qq.com,17,7
Bing,16,7
