referrer,views_total,views_unique
nutui.jd.com,4320,705
github.com,871,222
Google,264,138
npmjs.com,227,6
cn.bing.com,93,31
ktsoft.coding.net,91,2
link.juejin.cn,89,35
gitee.com,57,11
Baidu,49,5
link.zhihu.com,40,17
