referrer,views_total,views_unique
nutui.jd.com,3084,574
github.com,659,154
npmjs.com,220,3
Google,210,118
cn.bing.com,85,25
Baidu,48,4
link.juejin.cn,39,18
link.zhihu.com,38,16
gitee.com,24,6
cnblogs.com,12,1
