time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-24 00:00:00+00:00,81,16,944,188
2023-02-25 00:00:00+00:00,13,8,403,102
2023-02-26 00:00:00+00:00,11,7,388,86
2023-02-27 00:00:00+00:00,23,15,1031,241
2023-02-28 00:00:00+00:00,11,8,1018,236
2023-03-01 00:00:00+00:00,11,8,1203,251
2023-03-02 00:00:00+00:00,26,12,1369,245
2023-03-03 00:00:00+00:00,5,5,830,201
2023-03-04 00:00:00+00:00,7,6,282,89
2023-03-05 00:00:00+00:00,5,5,333,79
2023-03-06 00:00:00+00:00,25,10,1235,213
2023-03-07 00:00:00+00:00,11,9,1267,224
2023-03-08 00:00:00+00:00,27,12,862,211
2023-03-09 00:00:00+00:00,69,12,1413,241
