referrer,views_total,views_unique
nutui.jd.com,5220,1047
github.com,1434,290
Google,218,98
cn.bing.com,97,49
link.juejin.cn,62,33
link.zhihu.com,53,26
link.csdn.net,38,4
gitee.com,24,16
mail.qq.com,18,2
npmjs.com,17,10
