time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-29 00:00:00+00:00,8,6,1273,231
2023-03-30 00:00:00+00:00,20,10,1221,210
2023-03-31 00:00:00+00:00,6,6,1030,210
2023-04-01 00:00:00+00:00,3,3,346,100
2023-04-02 00:00:00+00:00,9,6,296,72
2023-04-03 00:00:00+00:00,7,5,1084,241
2023-04-04 00:00:00+00:00,10,6,1051,226
2023-04-05 00:00:00+00:00,19,8,659,79
2023-04-06 00:00:00+00:00,31,13,1101,232
2023-04-07 00:00:00+00:00,78,17,1186,236
2023-04-08 00:00:00+00:00,14,8,344,85
2023-04-09 00:00:00+00:00,3,3,264,109
2023-04-10 00:00:00+00:00,13,7,914,241
2023-04-11 00:00:00+00:00,9,8,1241,266
