time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-25 00:00:00+00:00,56,18,1465,227
2022-10-26 00:00:00+00:00,26,18,1077,231
2022-10-27 00:00:00+00:00,32,14,1315,210
2022-10-28 00:00:00+00:00,29,12,1042,214
2022-10-29 00:00:00+00:00,2,2,329,92
2022-10-30 00:00:00+00:00,6,6,323,81
2022-10-31 00:00:00+00:00,15,10,951,200
2022-11-01 00:00:00+00:00,7,7,1404,218
2022-11-02 00:00:00+00:00,47,16,1371,223
2022-11-03 00:00:00+00:00,17,9,1319,254
2022-11-04 00:00:00+00:00,72,18,1685,203
2022-11-05 00:00:00+00:00,6,6,357,114
2022-11-06 00:00:00+00:00,3,3,301,84
2022-11-07 00:00:00+00:00,40,13,1259,221
