referrer,views_total,views_unique
nutui.jd.com,4227,853
github.com,943,184
Google,448,143
cn.bing.com,146,55
npmjs.com,75,9
link.zhihu.com,57,28
wx.mail.qq.com,44,1
Bing,32,19
gitee.com,27,10
link.juejin.cn,26,19
